health,age,sex,educ,sexornt,partyid,race,married,income
good,37,male,16,heterosexual or straight,rep,white,1,18750.0
good,57,female,12,heterosexual or straight,rep,white,1,18750.0
good,55,male,18,heterosexual or straight,rep,white,1,18750.0
good,64,male,16,heterosexual or straight,other,white,1,18750.0
good,58,female,13,heterosexual or straight,rep,white,1,18750.0
good,31,female,18,heterosexual or straight,rep,white,1,18750.0
good,64,male,12,heterosexual or straight,rep,white,1,18750.0
excellent,27,male,16,heterosexual or straight,dem,black,1,18750.0
good,59,male,14,heterosexual or straight,rep,white,1,18750.0
good,38,female,17,heterosexual or straight,dem,white,1,5500.0
good,29,male,12,heterosexual or straight,rep,white,1,16250.0
good,75,male,12,heterosexual or straight,dem,white,1,
excellent,45,female,14,heterosexual or straight,rep,white,0,18750.0
excellent,44,female,12,heterosexual or straight,rep,white,1,11250.0
fair,29,female,6,heterosexual or straight,other,other,0,18750.0
poor,79,male,12,heterosexual or straight,rep,white,1,
fair,85,male,14,heterosexual or straight,dem,white,1,
excellent,66,male,20,heterosexual or straight,other,white,1,18750.0
fair,26,female,19,heterosexual or straight,dem,white,0,18750.0
good,65,female,12,heterosexual or straight,dem,white,1,16250.0
good,56,male,12,heterosexual or straight,rep,white,0,18750.0
good,56,male,12,heterosexual or straight,rep,white,0,
poor,34,male,11,heterosexual or straight,dem,white,0,
excellent,55,male,12,homosexual or gay,dem,black,0,9000.0
good,52,male,17,heterosexual or straight,other,white,1,18750.0
excellent,23,male,13,heterosexual or straight,dem,white,0,
good,33,male,12,heterosexual or straight,rep,white,1,18750.0
good,28,male,16,heterosexual or straight,rep,white,0,16250.0
good,33,male,14,heterosexual or straight,rep,white,1,18750.0
good,68,male,12,heterosexual or straight,rep,white,1,
good,44,male,15,heterosexual or straight,dem,white,1,18750.0
fair,74,female,9,heterosexual or straight,rep,white,1,
good,55,female,16,heterosexual or straight,dem,white,1,18750.0
fair,67,male,15,heterosexual or straight,rep,white,1,18750.0
excellent,59,female,18,heterosexual or straight,dem,white,1,18750.0
good,55,female,12,heterosexual or straight,dem,black,0,13750.0
fair,45,female,10,heterosexual or straight,dem,black,0,
good,27,female,14,heterosexual or straight,rep,white,0,16250.0
good,34,female,11,heterosexual or straight,other,white,1,11250.0
excellent,61,male,17,heterosexual or straight,dem,black,1,
good,30,female,17,heterosexual or straight,dem,black,1,18750.0
fair,56,male,12,heterosexual or straight,dem,black,0,
good,58,male,12,heterosexual or straight,rep,white,1,18750.0
good,38,female,12,heterosexual or straight,other,white,1,5500.0
good,26,female,15,heterosexual or straight,dem,black,0,2000.0
good,44,male,11,heterosexual or straight,dem,black,1,13750.0
excellent,35,female,16,heterosexual or straight,dem,black,0,16250.0
excellent,38,female,18,heterosexual or straight,dem,black,1,18750.0
fair,26,male,12,heterosexual or straight,rep,white,0,13750.0
excellent,52,female,12,heterosexual or straight,rep,white,1,16250.0
poor,59,male,12,heterosexual or straight,dem,black,0,
good,54,male,13,heterosexual or straight,dem,white,1,
good,44,female,11,heterosexual or straight,rep,white,1,18750.0
poor,67,female,8,heterosexual or straight,other,white,1,
good,63,female,14,heterosexual or straight,dem,white,1,13750.0
good,29,female,16,heterosexual or straight,rep,white,0,18750.0
excellent,60,male,20,heterosexual or straight,rep,white,1,18750.0
good,20,male,12,heterosexual or straight,rep,white,0,4500.0
good,65,female,12,heterosexual or straight,other,white,1,500.0
excellent,19,female,13,heterosexual or straight,dem,white,0,3500.0
good,33,male,13,heterosexual or straight,dem,white,1,
excellent,75,male,12,heterosexual or straight,other,white,1,11250.0
good,79,female,11,heterosexual or straight,rep,white,1,
fair,32,female,11,heterosexual or straight,rep,white,1,
excellent,70,female,18,heterosexual or straight,dem,white,1,
excellent,45,male,11,heterosexual or straight,dem,white,1,18750.0
fair,33,female,11,heterosexual or straight,other,white,1,
good,80,male,7,heterosexual or straight,dem,white,1,
fair,64,male,5,heterosexual or straight,dem,other,1,
excellent,53,male,14,heterosexual or straight,rep,white,1,18750.0
good,54,male,12,heterosexual or straight,rep,white,1,18750.0
good,28,female,12,heterosexual or straight,other,other,0,
good,18,male,13,bisexual,rep,white,0,
good,37,female,17,heterosexual or straight,rep,white,0,18750.0
good,43,male,8,heterosexual or straight,other,other,1,18750.0
excellent,39,male,12,heterosexual or straight,other,other,1,18750.0
fair,35,female,12,heterosexual or straight,other,other,0,5500.0
poor,25,female,10,homosexual or gay,other,white,1,18750.0
fair,70,female,6,heterosexual or straight,other,white,1,
fair,59,female,12,heterosexual or straight,dem,black,1,2000.0
good,30,male,16,heterosexual or straight,rep,white,1,
excellent,41,female,18,heterosexual or straight,other,white,1,18750.0
good,53,male,14,heterosexual or straight,rep,white,1,18750.0
good,74,female,18,heterosexual or straight,rep,white,1,
good,46,female,14,heterosexual or straight,dem,white,1,
good,61,female,12,heterosexual or straight,rep,other,1,16250.0
good,48,male,15,heterosexual or straight,other,white,1,18750.0
good,21,male,14,heterosexual or straight,dem,other,0,2000.0
good,77,female,16,heterosexual or straight,dem,white,1,
excellent,32,male,14,homosexual or gay,other,white,1,13750.0
excellent,19,female,8,homosexual or gay,dem,white,0,
excellent,29,female,19,heterosexual or straight,dem,white,0,18750.0
good,60,male,15,heterosexual or straight,rep,white,0,16250.0
fair,34,female,12,heterosexual or straight,dem,other,0,
excellent,57,female,18,heterosexual or straight,dem,white,1,18750.0
good,24,female,17,heterosexual or straight,dem,white,0,
fair,31,male,15,heterosexual or straight,other,white,1,18750.0
fair,63,female,12,heterosexual or straight,dem,white,1,
poor,86,female,20,heterosexual or straight,other,white,1,
fair,61,female,12,heterosexual or straight,other,white,1,16250.0
fair,70,female,9,heterosexual or straight,dem,other,1,
good,43,female,16,heterosexual or straight,rep,other,1,18750.0
excellent,58,male,16,heterosexual or straight,dem,white,1,16250.0
excellent,24,male,16,heterosexual or straight,other,other,0,13750.0
good,26,male,12,heterosexual or straight,dem,black,0,18750.0
excellent,53,female,14,heterosexual or straight,rep,white,1,16250.0
good,60,female,14,heterosexual or straight,dem,white,1,
good,38,female,14,heterosexual or straight,other,white,0,18750.0
good,61,female,13,heterosexual or straight,dem,black,1,11250.0
excellent,65,male,17,heterosexual or straight,other,white,1,18750.0
excellent,48,male,12,heterosexual or straight,dem,white,1,18750.0
fair,32,male,9,heterosexual or straight,rep,black,1,18750.0
fair,23,male,10,heterosexual or straight,dem,white,0,
good,38,female,8,heterosexual or straight,other,white,0,
fair,61,male,14,heterosexual or straight,other,white,1,18750.0
good,48,male,12,heterosexual or straight,dem,black,0,18750.0
excellent,77,male,15,heterosexual or straight,rep,white,1,
poor,29,male,13,heterosexual or straight,rep,white,1,
good,63,female,12,heterosexual or straight,rep,white,1,
fair,23,female,13,heterosexual or straight,rep,white,0,2000.0
excellent,67,female,12,heterosexual or straight,dem,white,1,18750.0
excellent,28,male,11,heterosexual or straight,other,white,1,
good,22,male,13,heterosexual or straight,rep,white,0,
fair,43,female,6,heterosexual or straight,dem,other,1,
excellent,43,male,12,heterosexual or straight,dem,white,1,18750.0
excellent,39,male,14,heterosexual or straight,other,white,1,16250.0
fair,29,male,6,heterosexual or straight,other,other,1,13750.0
poor,70,female,12,heterosexual or straight,dem,other,1,
good,67,female,14,heterosexual or straight,rep,white,1,
fair,27,male,15,heterosexual or straight,dem,white,0,18750.0
good,62,male,16,heterosexual or straight,dem,white,1,18750.0
good,35,female,14,heterosexual or straight,rep,white,1,16250.0
good,42,female,14,heterosexual or straight,dem,black,0,16250.0
excellent,37,male,13,heterosexual or straight,other,other,1,18750.0
fair,35,male,12,heterosexual or straight,other,other,0,
good,26,male,18,homosexual or gay,dem,other,1,7500.0
poor,76,male,4,heterosexual or straight,dem,other,0,
poor,66,female,8,heterosexual or straight,other,white,1,
fair,37,female,12,heterosexual or straight,other,other,1,
excellent,67,male,16,heterosexual or straight,dem,black,1,
good,24,male,11,heterosexual or straight,other,white,0,
fair,30,female,18,heterosexual or straight,other,white,1,6500.0
poor,57,male,13,heterosexual or straight,dem,other,1,
good,41,female,11,heterosexual or straight,other,white,1,18750.0
excellent,27,male,13,heterosexual or straight,dem,white,1,18750.0
fair,55,female,11,heterosexual or straight,rep,white,1,
excellent,45,male,20,heterosexual or straight,dem,white,1,18750.0
good,54,male,17,homosexual or gay,dem,white,1,
good,88,female,9,heterosexual or straight,other,white,1,
good,63,female,9,heterosexual or straight,dem,white,1,
poor,54,male,12,bisexual,rep,white,1,18750.0
good,51,female,14,heterosexual or straight,dem,white,1,18750.0
fair,48,male,12,heterosexual or straight,rep,white,1,13750.0
good,70,female,14,heterosexual or straight,rep,white,1,
good,54,female,17,heterosexual or straight,rep,white,1,
good,39,female,16,heterosexual or straight,rep,white,1,18750.0
good,65,male,12,heterosexual or straight,other,white,1,18750.0
fair,33,female,14,heterosexual or straight,other,white,0,16250.0
good,24,male,16,heterosexual or straight,other,other,0,
good,24,male,13,heterosexual or straight,rep,white,0,11250.0
excellent,20,female,15,heterosexual or straight,dem,white,0,4500.0
excellent,65,male,16,heterosexual or straight,rep,white,1,18750.0
poor,58,male,8,heterosexual or straight,rep,white,0,
fair,79,male,15,heterosexual or straight,rep,white,1,16250.0
good,79,male,12,heterosexual or straight,rep,white,1,
excellent,44,female,14,heterosexual or straight,other,white,1,18750.0
poor,74,male,12,heterosexual or straight,rep,white,1,
good,47,male,16,heterosexual or straight,rep,white,1,18750.0
excellent,36,female,16,heterosexual or straight,dem,other,0,11250.0
good,33,male,14,heterosexual or straight,other,white,1,18750.0
fair,23,male,15,heterosexual or straight,dem,other,0,13750.0
good,40,female,16,heterosexual or straight,dem,white,1,18750.0
excellent,29,male,18,heterosexual or straight,dem,white,1,11250.0
good,37,male,20,heterosexual or straight,dem,white,1,18750.0
excellent,26,male,14,heterosexual or straight,dem,white,0,11250.0
excellent,34,female,15,heterosexual or straight,rep,white,0,11250.0
excellent,27,male,12,heterosexual or straight,rep,white,0,18750.0
excellent,32,male,16,heterosexual or straight,dem,white,1,18750.0
excellent,32,male,14,heterosexual or straight,other,other,0,18750.0
good,24,male,14,heterosexual or straight,other,other,0,
fair,27,male,16,heterosexual or straight,other,white,0,
good,55,male,14,heterosexual or straight,dem,white,1,18750.0
good,37,male,16,heterosexual or straight,dem,white,0,
good,70,male,14,heterosexual or straight,dem,white,1,
good,63,female,12,heterosexual or straight,rep,white,1,11250.0
good,21,male,12,heterosexual or straight,other,other,0,7500.0
poor,65,male,12,heterosexual or straight,other,white,0,
good,49,female,14,heterosexual or straight,dem,white,1,
good,65,male,12,heterosexual or straight,other,white,1,
good,32,female,16,heterosexual or straight,rep,white,1,
good,54,male,12,heterosexual or straight,rep,white,1,
excellent,71,female,18,heterosexual or straight,other,white,1,
excellent,76,male,10,heterosexual or straight,dem,white,1,
fair,53,male,9,heterosexual or straight,other,white,1,
excellent,25,female,13,heterosexual or straight,rep,white,1,16250.0
excellent,53,female,18,heterosexual or straight,rep,white,1,11250.0
excellent,56,female,11,heterosexual or straight,rep,white,1,16250.0
excellent,30,male,14,heterosexual or straight,other,black,1,18750.0
fair,47,female,11,heterosexual or straight,dem,white,1,13750.0
good,32,female,12,heterosexual or straight,rep,white,1,18750.0
good,42,female,20,heterosexual or straight,dem,white,1,18750.0
good,29,female,15,heterosexual or straight,rep,white,1,
excellent,26,male,9,heterosexual or straight,dem,white,1,18750.0
excellent,28,male,16,heterosexual or straight,rep,white,1,18750.0
good,41,female,15,heterosexual or straight,rep,white,0,18750.0
fair,36,female,12,heterosexual or straight,dem,white,1,
good,48,male,18,heterosexual or straight,dem,black,1,18750.0
good,61,female,12,heterosexual or straight,other,white,1,
good,40,male,15,heterosexual or straight,other,white,1,18750.0
poor,24,female,13,heterosexual or straight,dem,white,1,4500.0
good,21,male,12,heterosexual or straight,dem,black,0,
good,47,male,14,heterosexual or straight,rep,white,0,18750.0
poor,31,female,13,heterosexual or straight,rep,white,1,
good,44,male,12,heterosexual or straight,rep,white,1,18750.0
poor,42,female,13,heterosexual or straight,dem,white,1,7500.0
good,66,male,20,heterosexual or straight,rep,white,1,18750.0
good,47,female,14,heterosexual or straight,other,white,1,500.0
fair,52,male,11,heterosexual or straight,dem,white,1,
good,64,female,15,heterosexual or straight,rep,white,1,
fair,42,female,11,heterosexual or straight,other,white,1,
fair,58,male,9,heterosexual or straight,other,white,1,18750.0
good,59,male,12,heterosexual or straight,rep,white,1,18750.0
excellent,55,female,12,heterosexual or straight,other,white,1,9000.0
fair,35,female,10,heterosexual or straight,dem,white,1,
excellent,25,male,12,heterosexual or straight,rep,white,0,6500.0
good,58,male,8,heterosexual or straight,dem,white,1,16250.0
good,48,male,16,heterosexual or straight,rep,white,1,18750.0
good,64,male,16,heterosexual or straight,other,white,1,
good,38,male,16,heterosexual or straight,rep,white,1,18750.0
good,41,female,16,heterosexual or straight,rep,white,1,11250.0
good,70,female,20,heterosexual or straight,rep,white,1,18750.0
fair,62,male,12,heterosexual or straight,rep,white,1,
good,62,male,16,heterosexual or straight,dem,white,1,18750.0
excellent,63,male,12,heterosexual or straight,dem,white,1,
excellent,50,female,12,heterosexual or straight,rep,black,1,
good,30,male,12,heterosexual or straight,rep,white,1,18750.0
good,60,female,12,heterosexual or straight,rep,white,1,18750.0
fair,29,female,12,heterosexual or straight,dem,white,1,
fair,47,female,13,heterosexual or straight,dem,black,1,16250.0
good,51,male,12,heterosexual or straight,rep,white,1,18750.0
good,26,female,12,heterosexual or straight,other,white,1,18750.0
poor,58,male,11,heterosexual or straight,rep,white,1,
excellent,62,male,20,heterosexual or straight,other,white,1,18750.0
good,48,female,14,heterosexual or straight,other,white,1,16250.0
excellent,33,female,15,heterosexual or straight,rep,white,1,
fair,62,male,16,heterosexual or straight,rep,white,1,18750.0
poor,49,female,16,heterosexual or straight,dem,white,1,
good,76,male,18,heterosexual or straight,rep,white,1,
good,70,female,12,heterosexual or straight,dem,white,1,
good,59,female,12,heterosexual or straight,dem,white,1,9000.0
fair,73,male,10,heterosexual or straight,dem,white,1,
good,41,female,16,heterosexual or straight,dem,white,1,18750.0
good,62,male,12,heterosexual or straight,rep,white,1,18750.0
excellent,22,male,13,heterosexual or straight,other,white,1,18750.0
good,33,male,12,heterosexual or straight,rep,black,0,18750.0
fair,27,male,16,heterosexual or straight,dem,white,0,16250.0
good,62,male,16,heterosexual or straight,rep,white,0,18750.0
fair,75,male,8,heterosexual or straight,dem,white,1,
good,43,female,12,heterosexual or straight,rep,white,1,2000.0
excellent,31,male,16,heterosexual or straight,rep,white,1,18750.0
good,32,male,16,bisexual,dem,black,0,
good,23,male,12,heterosexual or straight,rep,white,0,18750.0
good,25,female,12,heterosexual or straight,other,white,1,
good,34,female,15,heterosexual or straight,rep,white,1,
poor,70,male,14,heterosexual or straight,other,white,1,
good,63,female,13,heterosexual or straight,rep,white,1,
poor,59,female,8,heterosexual or straight,rep,white,1,
excellent,58,male,12,heterosexual or straight,rep,white,1,18750.0
good,27,male,20,heterosexual or straight,dem,white,0,
good,43,male,20,heterosexual or straight,rep,white,1,18750.0
excellent,31,male,13,heterosexual or straight,rep,white,0,
excellent,44,female,14,heterosexual or straight,dem,black,1,11250.0
excellent,26,female,16,heterosexual or straight,rep,white,1,
excellent,24,female,13,heterosexual or straight,rep,white,1,18750.0
good,38,male,13,heterosexual or straight,dem,white,1,
good,38,female,9,bisexual,other,other,1,
good,51,female,14,heterosexual or straight,dem,black,1,
good,44,male,14,heterosexual or straight,dem,black,1,18750.0
good,67,female,8,heterosexual or straight,other,white,1,18750.0
good,20,female,12,heterosexual or straight,other,other,0,
excellent,19,female,12,heterosexual or straight,dem,white,0,3500.0
fair,45,female,8,heterosexual or straight,other,white,0,5500.0
fair,31,female,12,heterosexual or straight,dem,white,1,18750.0
good,54,female,12,heterosexual or straight,dem,other,1,18750.0
fair,82,male,16,heterosexual or straight,rep,white,1,
good,50,female,11,heterosexual or straight,dem,other,1,11250.0
good,21,female,12,heterosexual or straight,other,other,0,13750.0
good,42,female,15,heterosexual or straight,other,other,1,16250.0
excellent,83,female,12,heterosexual or straight,rep,white,1,
good,86,female,12,heterosexual or straight,rep,white,1,
good,60,male,14,heterosexual or straight,other,white,1,16250.0
excellent,48,male,12,heterosexual or straight,other,white,1,18750.0
excellent,76,male,16,heterosexual or straight,rep,white,1,18750.0
excellent,32,male,12,heterosexual or straight,rep,white,1,18750.0
good,47,female,12,heterosexual or straight,rep,white,1,7500.0
excellent,34,female,11,heterosexual or straight,dem,other,0,
poor,52,female,12,heterosexual or straight,dem,white,1,
good,24,male,15,heterosexual or straight,dem,other,0,11250.0
good,24,female,17,heterosexual or straight,dem,white,0,16250.0
excellent,23,female,17,heterosexual or straight,dem,white,0,3500.0
fair,26,female,12,bisexual,dem,white,0,6500.0
good,30,female,12,heterosexual or straight,dem,white,0,13750.0
excellent,28,male,13,heterosexual or straight,dem,white,0,18750.0
good,38,female,16,bisexual,other,white,0,18750.0
good,27,female,12,heterosexual or straight,dem,white,0,18750.0
excellent,54,female,16,heterosexual or straight,rep,white,1,18750.0
good,38,female,17,heterosexual or straight,rep,white,1,500.0
excellent,49,male,14,heterosexual or straight,dem,white,0,
fair,28,male,12,heterosexual or straight,dem,white,0,18750.0
excellent,40,female,14,heterosexual or straight,dem,white,1,16250.0
good,20,male,12,heterosexual or straight,rep,white,1,500.0
fair,35,male,13,homosexual or gay,dem,white,0,18750.0
excellent,38,male,18,heterosexual or straight,dem,white,1,18750.0
good,47,female,12,heterosexual or straight,dem,white,0,18750.0
good,55,male,16,heterosexual or straight,rep,white,1,18750.0
excellent,69,female,12,heterosexual or straight,dem,white,1,
excellent,39,female,16,heterosexual or straight,other,white,1,
good,64,male,13,heterosexual or straight,rep,white,1,
good,58,male,16,bisexual,dem,white,1,18750.0
excellent,26,male,13,heterosexual or straight,dem,white,1,
good,51,male,14,heterosexual or straight,rep,white,1,18750.0
poor,57,female,9,heterosexual or straight,dem,white,1,
excellent,27,female,12,heterosexual or straight,dem,white,0,18750.0
excellent,58,female,12,heterosexual or straight,dem,white,1,18750.0
excellent,31,male,16,heterosexual or straight,rep,white,1,18750.0
good,39,male,12,heterosexual or straight,rep,white,1,18750.0
good,69,male,14,heterosexual or straight,rep,white,1,
good,45,female,19,heterosexual or straight,other,white,1,18750.0
good,81,male,12,heterosexual or straight,rep,white,1,
good,29,female,16,heterosexual or straight,dem,white,1,18750.0
good,48,female,12,heterosexual or straight,rep,white,1,13750.0
good,23,male,0,dont know,other,other,0,5500.0
good,57,female,10,heterosexual or straight,dem,black,1,
fair,70,female,11,heterosexual or straight,dem,black,1,
good,38,female,11,heterosexual or straight,other,other,0,13750.0
fair,56,female,12,heterosexual or straight,dem,black,0,
fair,62,female,8,heterosexual or straight,dem,black,1,13750.0
excellent,62,female,12,heterosexual or straight,dem,black,1,5500.0
good,52,female,12,heterosexual or straight,dem,black,1,18750.0
fair,84,male,14,heterosexual or straight,dem,white,1,
fair,26,female,13,homosexual or gay,dem,black,1,18750.0
excellent,71,male,14,heterosexual or straight,rep,white,1,16250.0
excellent,74,male,12,heterosexual or straight,rep,white,1,13750.0
excellent,50,female,12,heterosexual or straight,other,white,1,16250.0
excellent,40,male,16,heterosexual or straight,other,black,1,18750.0
fair,66,female,12,heterosexual or straight,rep,white,1,
excellent,61,female,16,heterosexual or straight,rep,white,1,
excellent,20,male,12,heterosexual or straight,other,black,0,16250.0
good,40,female,14,heterosexual or straight,rep,white,1,16250.0
excellent,56,male,12,heterosexual or straight,rep,white,1,18750.0
good,34,male,9,heterosexual or straight,other,other,1,11250.0
good,35,female,0,heterosexual or straight,other,other,0,7500.0
excellent,38,female,16,heterosexual or straight,rep,white,1,18750.0
poor,64,male,12,heterosexual or straight,dem,black,1,
good,37,female,18,heterosexual or straight,dem,black,1,18750.0
good,28,female,9,heterosexual or straight,dem,black,1,
good,48,female,12,heterosexual or straight,dem,white,1,
good,53,female,13,heterosexual or straight,rep,white,1,16250.0
good,29,male,11,heterosexual or straight,dem,black,0,
good,46,female,11,heterosexual or straight,dem,black,0,11250.0
poor,83,female,11,heterosexual or straight,dem,white,1,
fair,25,female,14,heterosexual or straight,rep,white,0,7500.0
excellent,43,female,12,heterosexual or straight,dem,white,1,
good,43,male,12,heterosexual or straight,other,white,1,16250.0
good,35,female,12,heterosexual or straight,other,white,1,
excellent,67,female,14,heterosexual or straight,rep,white,1,
fair,88,female,12,heterosexual or straight,dem,white,1,
fair,54,female,11,heterosexual or straight,rep,white,1,
good,41,female,14,heterosexual or straight,other,white,1,16250.0
fair,46,male,12,heterosexual or straight,dem,white,1,18750.0
good,54,female,12,heterosexual or straight,other,white,1,
excellent,34,female,14,heterosexual or straight,dem,white,1,13750.0
excellent,36,female,12,heterosexual or straight,other,white,1,
good,65,male,16,heterosexual or straight,dem,white,1,18750.0
excellent,48,female,16,heterosexual or straight,dem,white,1,16250.0
fair,30,male,14,heterosexual or straight,dem,white,0,4500.0
excellent,48,female,18,heterosexual or straight,rep,white,1,9000.0
good,49,female,12,heterosexual or straight,rep,white,1,18750.0
good,54,male,16,heterosexual or straight,dem,white,1,18750.0
good,49,male,16,heterosexual or straight,rep,white,1,18750.0
good,54,male,12,heterosexual or straight,rep,white,1,18750.0
good,62,male,12,heterosexual or straight,rep,white,1,18750.0
fair,75,female,14,heterosexual or straight,rep,white,1,
good,89,female,14,heterosexual or straight,rep,white,1,
good,56,male,12,heterosexual or straight,other,white,1,18750.0
excellent,24,male,14,heterosexual or straight,dem,white,0,11250.0
fair,27,male,13,heterosexual or straight,dem,white,0,18750.0
good,71,female,12,heterosexual or straight,rep,white,1,16250.0
